tariff,description,uom,mfn,gt,aut,nzt,ccct,ldct,gpt,ust,mt,must,ciat,ct,crt,it,nt,slt,pt,colt,jt,pat,hnt,krt,ceut,uat,cptpt
8526.91.00,Radio navigational aid apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8526.91.00.20,For aircraft,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8526.91.00.80,"Other, reception only",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8526.91.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8526.92.00,Radio remote control apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8526.92.00.10,"Radio remote control apparatus, for use on amateur bands for hobby purposes or domestic audio/video equipment",-,,,,,,,,,,,,,,,,,,,,,,,,,
8526.92.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
85.27,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",,,,,,,,,,,,,,,,,,,,,,,,,,
8527.1,Radio-broadcast receivers capable of operating without an external source of power:,,,,,,,,,,,,,,,,,,,,,,,,,,
8527.12.00,Pocket-size radio cassette-players,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.12.00.00,Pocket-size radio cassette-players,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.92.00,Not combined with sound recording or reproducing apparatus but combined with a clock,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.92.00.00,Not combined with sound recording or reproducing apparatus but combined with a clock,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.99.00,Other,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8527.99.00.00,Other,NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.28,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.",,,,,,,,,,,,,,,,,,,,,,,,,,
8528.4,Cathode-ray tube monitors:,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.42.00.00,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.49.00,Other,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.49.00.00,Other,NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.6,Projectors:,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.62.00.00,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.69,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.69.1,"Colour, with flat panel screen:",,,,,,,,,,,,,,,,,,,,,,,,,,
8528.69.11.00,Capable of being used with both automatic data processing machines of heading 84.71 and with apparatus which emits television signals,NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.69.19.00,Other,NMB,6 %,,Free,Free,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.69.20.00,"Incomplete or unfinished colour pojectors, including assemblies for projectors consisting of video intermediate (IF) amplifying and detecting systems, video processing and amplification systems, synchronizing and deflection circuitry and audio detection and amplification systems plus a power supply, but not incorporating a cathode-ray tube, flat panel screen or similar display; Colour, other",NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.69.30.00,Black and white or other monochrome,NMB,6 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.7,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus:",,,,,,,,,,,,,,,,,,,,,,,,,,
8528.71.00,Not designed to incorporate a video display or screen,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.71.00.10,"Set-top boxes which have a communication function: a microprocessor-based device incorporating a model for gaining access to the Internet, and having a function of interactive information exchange",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8528.71.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8528.72,"Other, colour",,,,,,,,,,,,,,,,,,,,,,,,,,
8528.72.10.00,"Set-top boxes which have a communication function: a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange",NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.20.00,"Incomplete or unfinished television receivers, including assemblies for television receivers consisting of video intermediate (IF) amplifying and detecting systems, video processing and amplification systems, synchronizing and deflection circuitry, tuners and tuner control systems, and audio detection and amplification systems plus a power supply, but not incorporating a cathode-ray tube, flat panel screen or similar display",NMB,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.3,High definition:,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.72.31.00,"Projection type, with cathode-ray tube",NMB,5 %,,Free,Free,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.32.00,"Non-projection type, with cathode-ray tube",NMB,5 %,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.33.00,"Other, with flat panel screen",NMB,5 %,,Free,Free,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.34.00,"Other, for use in the manufacture of lightwave transmission systems",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.39.00,Other,NMB,5 %,,Free,Free,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8528.72.91.00,"Having a single picture tube intended for direct viewing (non-projection type), with a video display diagonal not exceeding 35.56 cm",NMB,5 %,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.92.00,"Combined in the same housing with video recording or reproducing apparatus (video cassette recorders/players), having a single picture tube intended for direct viewing (non-projection type), with a video display diagonal exceeding 35.56 cm",NMB,5.5 %,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.93.00,"Other non-projection type having a single picture tube intended for direct viewing, with a video display diagonal exceeding 35.56 cm but less than 66.04 cm",NMB,5 %,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.94.00,"Other non-projection type having a single picture tube intended for direct viewing, with a video display diagonal of 66.04 cm or more",NMB,5 %,,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.95.00,"Projection type, with cathode-ray tube",NMB,5 %,,Free,Free,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.96.00,"Other, with flat panel screen",NMB,5 %,,Free,Free,Free,Free,3 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.97.00,"Other, for use in the manufacture of lightwave transmission systems",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.72.99.00,Other,NMB,5 %,,Free,Free,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.73,"Other, monochrome",,,,,,,,,,,,,,,,,,,,,,,,,,
8528.73.10.00,Domestic television receivers,NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8528.73.90.00,Other,NMB,6 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.29,Parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28.,,,,,,,,,,,,,,,,,,,,,,,,,,
8529.10.00,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.10.00.10,Radio,-,,,,,,,,,,,,,,,,,,,,,,,,,
8529.10.00.20,Television,-,,,,,,,,,,,,,,,,,,,,,,,,,
8529.10.00.30,"Radar, radio navigational aid and radio remote control",-,,,,,,,,,,,,,,,,,,,,,,,,,
8529.10.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
8529.90,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
8529.90.10,Printed circuit assemblies,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.10.00,Printed circuit assemblies,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.20.00,"Transceiver assemblies for the goods of subheading 8526.10, not elsewhere specified or included",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.3,The following parts of television receivers (including video monitors and video projectors): video intermediate (IF) amplifying and detecting systems; video processing and amplification systems; synchronizing and deflection circuitry; tuners and tuner control systems; and audio detection and amplification systems:,,,,,,,,,,,,,,,,,,,,,,,,,,
8529.90.31.00,Combinations of parts,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.39.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.50.00,"Parts, including face plates and lock latches, for printed circuit assemblies",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.60,"Other parts of goods of heading 85.25 or 85.27, excluding parts of cellular telephones",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.60.00,"Other parts of goods of heading 85.25 or 85.27, excluding parts of cellular telephones",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8529.90.90.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.30,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 86.08).",,,,,,,,,,,,,,,,,,,,,,,,,,
8530.10.00.00,Equipment for railways or tramways,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8530.80,Other equipment,,,,,,,,,,,,,,,,,,,,,,,,,,
8530.80.10.00,"For use in the manufacture, maintenance or repair of buoys for the Government of Canada",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8530.80.90.00,Other,-,6.5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8530.90.00,Parts,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8530.90.00.10,Of equipment for railways or tramways,-,,,,,,,,,,,,,,,,,,,,,,,,,
8530.90.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
85.31,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 85.12 or 85.30.",,,,,,,,,,,,,,,,,,,,,,,,,,
8531.10,Burglar or fire alarms and similar apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,
8531.10.10,Indicating or automatic alarm equipment for detecting or indicating noxious gases or noxious vapours in the atmosphere; Smoke detectors,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8531.10.10.10,Battery-operated,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8531.10.10.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8531.10.90,Other,,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8531.10.90.10,Burglar alarms,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8531.10.90.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8531.20.00,Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8531.20.00.10,Incorporating LCD's,-,,,,,,,,,,,,,,,,,,,,,,,,,
8531.20.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
8531.80.00,Other apparatus,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8531.80.00.10,Indicating or automatic alarm equipment for detecting or indicating noxious gases or noxious vapours in the atmosphere,-,,,,,,,,,,,,,,,,,,,,,,,,,
8531.80.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
8531.90.00,Parts,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8531.90.00.10,"Of smoke detectors; Of indicating or automatic alarm equipment, for detecting or indicating noxious gases or noxious vapours in the atmosphere",-,,,,,,,,,,,,,,,,,,,,,,,,,
8531.90.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",,,,,,,,,,,,,,,,,,,,,,,,,,
8532.10.00.00,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.2,Other fixed capacitors:,,,,,,,,,,,,,,,,,,,,,,,,,,
8532.21.00,Tantalum,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.21.00.10,"Designed for surface mounting, chips",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8532.21.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8532.22.00.00,Aluminum electrolytic,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.23.00.00,"Ceramic dielectric, single layer",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.24.00,"Ceramic dielectric, multilayer",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.24.00.10,Chips,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8532.24.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8532.25.00.00,Dielectric of paper or plastics,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.29.00.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.30.00.00,Variable or adjustable (pre-set) capacitors,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8532.90.00.00,Parts,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
85.33,"Electrical resistors (including rheostats and potentiometers), other than heating resistors.",,,,,,,,,,,,,,,,,,,,,,,,,,
8533.10.00.00,"Fixed carbon resistors, composition or film types",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.2,Other fixed resistors:,,,,,,,,,,,,,,,,,,,,,,,,,,
8533.21.00.00,For a power handling capacity not exceeding 20 W,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.29.00.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.3,"Wirewound variable resistors, including rheostats and potentiometers:",,,,,,,,,,,,,,,,,,,,,,,,,,
8533.31.00.00,For a power handling capacity not exceeding 20 W,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.39.00.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.40.00.00,"Other variable resistors, including rheostats and potentiometers",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.90,Parts,,,,,,,,,,,,,,,,,,,,,,,,,,
8533.90.10.00,"Of ceramic or metallic materials, electrically or mechanically reactive to changes in temperature, for the goods of tariff item No. 8533.40.00",-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8533.90.90.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8534.00.00,Printed circuits.,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8534.00.00.1,"Plastic impregnated, not flexible type:",,,,,,,,,,,,,,,,,,,,,,,,,,
8534.00.00.11,"Having a glass base, with 3 or more layers of conducting materials",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8534.00.00.12,"Having a glass base, with less than 3 layers of conducting materials",NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8534.00.00.19,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8534.00.00.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
8534.00.00.92,Having a ceramic base,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8534.00.00.99,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
85.35,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1,000 volts.",,,,,,,,,,,,,,,,,,,,,,,,,,
8535.10.00,Fuses,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8535.10.00.10,"For a voltage exceeding 1,000 volts, to be employed in mining, recovering and producing crude oil from shales, oil-sands or tar-sands",-,,,,,,,,,,,,,,,,,,,,,,,,,
8535.10.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
8535.2,Automatic circuit breakers:,,,,,,,,,,,,,,,,,,,,,,,,,,
8535.21.00.00,For a voltage of less than 72.5 kV,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8535.29.00.00,Other,-,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8535.30.00,Isolating switches and make-and-break switches,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
8535.30.00.10,Knife,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
8535.30.00.90,Other,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
